"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"920","380320","삼성머스트스팩5호",3515,-125,-3.43,NA,NA,NA,NA,NA,NA,0,0
"921","028260","삼성물산",111000,300,0.27,9913,11.2,10862,10.22,184352,0.6,4200,3.78
"922","02826K","삼성물산우B",100200,-700,-0.69,NA,NA,NA,NA,NA,NA,4250,4.24
"923","207940","삼성바이오로직스",777000,-17000,-2.14,5879,132.17,11683,66.51,74551,10.42,0,0
"924","032830","삼성생명",66400,-900,-1.34,8183,8.11,7115,9.33,210566,0.32,3000,4.52
"925","377630","삼성스팩4호",4970,-10,-0.2,NA,NA,NA,NA,NA,NA,0,0
"926","425290","삼성스팩6호",3315,-55,-1.63,NA,NA,NA,NA,NA,NA,0,0
"927","439250","삼성스팩7호",9980,-20,-0.2,NA,NA,NA,NA,NA,NA,0,0
"928","448740","삼성스팩8호",9920,-60,-0.6,NA,NA,NA,NA,NA,NA,0,0
"929","018260","삼성에스디에스",121700,-1700,-1.38,7901,15.4,9806,12.41,93454,1.3,2400,1.97
"930","028050","삼성엔지니어링",27100,0,0,1900,14.26,2986,9.08,10216,2.65,0,0
"931","009150","삼성전기",152000,600,0.4,11811,12.87,9333,16.29,88937,1.71,2100,1.38
"932","009155","삼성전기우",72800,-200,-0.27,NA,NA,NA,NA,NA,NA,2150,2.95
"933","005930","삼성전자",60300,-400,-0.66,5777,10.44,2892,20.85,43611,1.38,1444,2.39
"934","005935","삼성전자우",54100,0,0,NA,NA,NA,NA,NA,NA,1445,2.67
"935","001360","삼성제약",2675,-70,-2.55,NA,NA,NA,NA,1896,1.41,0,0
"936","010140","삼성중공업",5140,-150,-2.84,NA,NA,203,25.35,4813,1.07,0,0
"937","010145","삼성중공우",166500,-3400,-2,NA,NA,NA,NA,NA,NA,0,0
"938","016360","삼성증권",31650,-550,-1.71,10810,2.93,6155,5.14,68096,0.46,3800,12.01
"939","068290","삼성출판사",24300,-50,-0.21,316,76.9,NA,NA,18982,1.28,200,0.82
"940","029780","삼성카드",30000,-250,-0.83,5164,5.81,5014,5.98,70408,0.43,2300,7.67
"941","000810","삼성화재",209500,-5000,-2.33,26399,7.94,23783,8.81,363848,0.58,12000,5.73
"942","000815","삼성화재우",160900,-300,-0.19,NA,NA,NA,NA,NA,NA,12005,7.46
"943","006110","삼아알미늄",38950,-400,-1.02,1105,35.25,NA,NA,11093,3.51,200,0.51
"944","009300","삼아제약",16950,10,0.06,556,30.49,NA,NA,28185,0.6,250,1.47
"945","145990","삼양사",43050,-1300,-2.93,4099,10.5,NA,NA,125904,0.34,1250,2.9
"946","145995","삼양사우",29500,250,0.85,NA,NA,NA,NA,NA,NA,1300,4.41
"947","003230","삼양식품",122100,-900,-0.73,7481,16.32,12578,9.71,51826,2.36,1000,0.82
"948","225190","삼양옵틱스",11140,50,0.45,1054,10.57,NA,NA,3703,3.01,900,8.08
"949","002170","삼양통상",51200,-600,-1.16,11630,4.4,NA,NA,142633,0.36,1250,2.44
"950","272550","삼양패키징",19050,-140,-0.73,2132,8.94,2597,7.34,22607,0.84,1000,5.25
"951","000070","삼양홀딩스",81900,-600,-0.73,30711,2.67,NA,NA,226314,0.36,3000,3.66
"952","000075","삼양홀딩스우",55700,-800,-1.42,NA,NA,NA,NA,NA,NA,3050,5.48
"953","002810","삼영무역",12950,0,0,2288,5.66,NA,NA,23697,0.55,550,4.25
"954","361670","삼영에스앤씨",7400,-200,-2.63,NA,NA,NA,NA,4686,1.58,0,0
"955","054540","삼영엠텍",3985,-95,-2.33,NA,NA,NA,NA,5892,0.68,70,1.76
"956","065570","삼영이엔씨",5660,-140,-2.41,65,87.08,NA,NA,7370,0.77,0,0
"957","005680","삼영전자",9720,-70,-0.72,851,11.42,NA,NA,25588,0.38,300,3.09
"958","003720","삼영화학",3045,-15,-0.49,102,29.85,NA,NA,1434,2.12,0,0
"959","023000","삼원강재",2875,-5,-0.17,222,12.95,NA,NA,5504,0.52,105,3.65
"960","004380","삼익THK",13190,240,1.85,571,23.1,NA,NA,9536,1.38,300,2.27
"961","002450","삼익악기",1262,-11,-0.86,294,4.29,NA,NA,3074,0.41,50,3.96
"962","032280","삼일",1991,-9,-0.45,NA,NA,NA,NA,3814,0.52,30,1.51
"963","002290","삼일기업공사",3575,-40,-1.11,238,15.02,NA,NA,4976,0.72,100,2.8
"964","004440","삼일씨엔에스",5500,-80,-1.43,NA,NA,NA,NA,21552,0.26,0,0
"965","000520","삼일제약",7960,-110,-1.36,NA,NA,NA,NA,5254,1.52,80,1.01
"966","009770","삼정펄프",25450,-450,-1.74,3046,8.36,NA,NA,86449,0.29,1000,3.93
"967","037460","삼지전자",8940,10,0.11,1994,4.48,NA,NA,17497,0.51,400,4.47
"968","032750","삼진",7250,-230,-3.07,1195,6.07,NA,NA,11374,0.64,100,1.38
"969","054090","삼진엘앤디",3100,-5,-0.16,40,77.5,NA,NA,3830,0.81,50,1.61
"970","005500","삼진제약",23100,-50,-0.22,2308,10.01,NA,NA,19034,1.21,800,3.46
"971","000250","삼천당제약",55300,-1800,-3.15,NA,NA,NA,NA,7889,7.01,0,0
"972","004690","삼천리",496000,2000,0.4,17385,28.53,NA,NA,392735,1.26,3000,0.6
"973","024950","삼천리자전거",8110,-240,-2.87,360,22.53,NA,NA,8181,0.99,150,1.85
"974","038500","삼표시멘트",3300,-60,-1.79,190,17.37,NA,NA,6110,0.54,75,2.27
"975","017480","삼현철강",5430,30,0.56,1644,3.3,NA,NA,11401,0.48,300,5.52
"976","010960","삼호개발",3680,-35,-0.94,621,5.93,NA,NA,9871,0.37,190,5.16
"977","046390","삼화네트웍스",3200,-10,-0.31,162,19.75,NA,NA,1114,2.87,0,0
"978","004450","삼화왕관",38050,-50,-0.13,780,48.78,NA,NA,78782,0.48,1250,3.29
"979","009470","삼화전기",17390,210,1.22,2131,8.16,NA,NA,9852,1.77,300,1.73
"980","011230","삼화전자",2760,-60,-2.13,NA,NA,NA,NA,1230,2.24,0,0
"981","001820","삼화콘덴서",47950,150,0.31,2770,17.31,2974,16.12,19654,2.44,500,1.04
"982","000390","삼화페인트",5900,-100,-1.67,NA,NA,NA,NA,12494,0.47,100,1.69
"983","027580","상보",1339,-21,-1.54,40,33.48,NA,NA,963,1.39,0,0
"984","038540","상상인",5670,-120,-2.07,1848,3.07,NA,NA,12762,0.44,100,1.76
"985","101000","상상인인더스트리",340,-5,-1.45,NA,NA,NA,NA,342,0.99,0,0
"986","415580","상상인제3호스팩",2035,0,0,NA,NA,NA,NA,NA,NA,0,0
"987","001290","상상인증권",799,15,1.91,95,8.41,NA,NA,2041,0.39,0,0
"988","041650","상신브레이크",3495,-20,-0.57,506,6.91,NA,NA,9389,0.37,80,2.29
"989","091580","상신이디피",24550,-1550,-5.94,1330,18.46,2983,8.23,7503,3.27,100,0.41
"990","263810","상신전자",3610,70,1.98,146,24.73,NA,NA,2749,1.31,0,0
"991","089980","상아프론테크",33550,-250,-0.74,608,55.18,NA,NA,11648,2.88,200,0.6
"992","042940","상지카일룸",373,-12,-3.12,NA,NA,NA,NA,693,0.54,0,0
"993","042600","새로닉스",31050,250,0.81,2337,13.29,NA,NA,8735,3.55,0,0
"994","075180","새론오토모티브",4695,5,0.11,730,6.43,NA,NA,12416,0.38,140,2.98
"995","107600","새빗켐",132300,2800,2.16,1258,105.17,NA,NA,3828,34.56,0,0
"996","411080","샌즈랩",18100,-1180,-6.12,61,296.72,NA,NA,406,44.58,0,0
"997","252990","샘씨엔에스",4430,-60,-1.34,262,16.91,NA,NA,2180,2.03,0,0
"998","007540","샘표",48600,-750,-1.52,5356,9.07,NA,NA,86076,0.56,200,0.41
"999","248170","샘표식품",30350,-350,-1.14,5188,5.85,NA,NA,47071,0.64,200,0.66
"1000","378800","샤페론",7310,-10,-0.14,NA,NA,NA,NA,1258,5.81,0,0
"1001","294630","서남",2020,-35,-1.7,NA,NA,NA,NA,461,4.38,0,0
"1002","038070","서린바이오",12160,-160,-1.3,1871,6.5,NA,NA,8988,1.35,100,0.82
"1003","006730","서부T&D",7390,-100,-1.34,680,10.87,NA,NA,11254,0.66,50,0.68
"1004","079650","서산",1885,-42,-2.18,197,9.57,NA,NA,3352,0.56,0,0
"1005","100660","서암기계공업",5810,-110,-1.86,101,57.52,NA,NA,4948,1.17,35,0.6
"1006","007860","서연",8560,260,3.13,1091,7.85,NA,NA,21587,0.4,100,1.17
"1007","200880","서연이화",12980,1140,9.63,973,13.34,3626,3.58,24588,0.53,150,1.16
"1008","019770","서연탑메탈",4520,-25,-0.55,343,13.18,NA,NA,6360,0.71,70,1.55
"1009","017390","서울가스",482500,-4000,-0.82,2139,225.57,NA,NA,266539,1.81,1750,0.36
"1010","043710","서울리거",779,-6,-0.76,NA,NA,NA,NA,663,1.17,0,0
"1011","092190","서울바이오시스",5190,-110,-2.08,117,44.36,NA,NA,4383,1.18,59,1.14
"1012","046890","서울반도체",10600,-330,-3.02,878,12.07,265,39.94,12942,0.82,460,4.34
"1013","004410","서울식품",203,-2,-0.98,NA,NA,NA,NA,69,2.94,0,0
"1014","004415","서울식품우",2700,-10,-0.37,NA,NA,NA,NA,NA,NA,0,0
"1015","063170","서울옥션",20800,-1000,-4.59,1014,20.51,NA,NA,5456,3.81,200,0.96
"1016","027040","서울전자통신",614,-16,-2.54,1,614,NA,NA,1295,0.47,0,0
"1017","018680","서울제약",4150,-50,-1.19,NA,NA,NA,NA,2224,1.87,0,0
"1018","021050","서원",1288,-24,-1.83,311,4.14,NA,NA,2799,0.46,15,1.16
"1019","093920","서원인텍",6500,-220,-3.27,891,7.3,NA,NA,9725,0.67,350,5.38
"1020","189860","서전기전",6620,250,3.92,NA,NA,NA,NA,3845,1.72,0,0
"1021","178320","서진시스템",19400,390,2.05,1047,18.53,2936,6.61,9597,2.02,300,1.55
"1022","122690","서진오토모티브",2945,-30,-1.01,180,16.36,NA,NA,3647,0.81,0,0
"1023","140070","서플러스글로벌",4195,-225,-5.09,795,5.28,NA,NA,4598,0.91,50,1.19
"1024","011370","서한",1014,-14,-1.36,460,2.2,NA,NA,3583,0.28,40,3.94
"1025","065710","서호전기",18700,250,1.36,3381,5.53,NA,NA,16649,1.12,1000,5.35
"1026","008490","서흥",32200,-400,-1.23,4829,6.67,NA,NA,34874,0.92,500,1.55
"1027","035890","서희건설",1178,-14,-1.17,671,1.76,NA,NA,2965,0.4,50,4.24
"1028","357550","석경에이티",28050,-150,-0.53,569,49.3,NA,NA,4365,6.43,0,0
"1029","003100","선광",148800,-1000,-0.67,4164,35.73,NA,NA,56499,2.63,350,0.24
"1030","007610","선도전기",3000,0,0,NA,NA,NA,NA,4420,0.68,0,0
"1031","067370","선바이오",9730,190,1.99,25,389.2,NA,NA,1319,7.38,0,0
"1032","171090","선익시스템",27150,-500,-1.81,NA,NA,NA,NA,9655,2.81,0,0
"1033","136490","선진",9540,-60,-0.63,1804,5.29,NA,NA,17371,0.55,100,1.05
"1034","086710","선진뷰티사이언스",6660,-130,-1.91,99,67.27,NA,NA,3825,1.74,20,0.3
"1035","014620","성광벤드",12530,-580,-4.42,NA,NA,1228,10.2,15557,0.81,100,0.8
"1036","037350","성도이엔지",4270,-50,-1.16,1483,2.88,NA,NA,18146,0.24,150,3.51
"1037","014910","성문전자",1704,-8,-0.47,160,10.65,NA,NA,1617,1.05,5,0.29
"1038","014915","성문전자우",8690,-220,-2.47,NA,NA,NA,NA,NA,NA,10,0.12
"1039","003080","성보화학",3340,0,0,69,48.41,NA,NA,6905,0.48,120,3.59
"1040","004980","성신양회",8780,-60,-0.68,261,33.64,NA,NA,16637,0.53,200,2.28
"1041","004985","성신양회우",12450,50,0.4,NA,NA,NA,NA,NA,NA,250,2.01
"1042","011300","성안",1041,-22,-2.07,383,2.72,NA,NA,636,1.64,0,0
"1043","081580","성우전자",2965,-55,-1.82,350,8.47,NA,NA,6986,0.42,0,0
"1044","045300","성우테크론",4715,-130,-2.68,580,8.13,NA,NA,6407,0.74,40,0.85
"1045","015750","성우하이텍",6710,60,0.9,562,11.94,NA,NA,13926,0.48,80,1.19
"1046","365340","성일하이텍",169100,800,0.48,NA,NA,3730,45.33,11863,14.25,0,0
"1047","000180","성창기업지주",2135,-45,-2.06,94,22.71,NA,NA,8360,0.26,0,0
"1048","080470","성창오토텍",7480,-140,-1.84,528,14.17,NA,NA,5639,1.33,60,0.8
"1049","043260","성호전자",1228,-17,-1.37,60,20.47,NA,NA,1762,0.7,0,0
"1050","148150","세경하이테크",14700,-320,-2.13,1937,7.59,NA,NA,13303,1.11,100,0.68
"1051","002420","세기상사",7600,100,1.33,NA,NA,NA,NA,4355,1.75,0,0
"1052","053060","세동",2095,95,4.75,NA,NA,NA,NA,980,2.14,0,0
"1053","340440","세림B&G",2680,-40,-1.47,NA,NA,NA,NA,955,2.81,0,0
"1054","017510","세명전기",3005,-30,-0.99,153,19.64,NA,NA,4824,0.62,70,2.33
"1055","004360","세방",43000,-200,-0.46,2342,18.36,NA,NA,40513,1.06,200,0.47
"1056","004365","세방우",11380,-770,-6.34,NA,NA,NA,NA,NA,NA,205,1.8
"1057","004490","세방전지",52400,500,0.96,6291,8.33,NA,NA,88025,0.6,600,1.15
"1058","011560","세보엠이씨",8270,10,0.12,1164,7.1,NA,NA,16231,0.51,250,3.02
"1059","396300","세아메카닉스",5840,-210,-3.47,284,20.56,233,25.05,1819,3.21,0,0
"1060","001430","세아베스틸지주",24700,950,4,5231,4.72,3737,6.61,51304,0.48,1500,6.07
"1061","306200","세아제강",138400,-2200,-1.56,32640,4.24,58540,2.36,242703,0.57,3500,2.53
"1062","003030","세아제강지주",149500,-2700,-1.77,43550,3.43,91389,1.64,298051,0.5,1750,1.17
"1063","019440","세아특수강",18620,-380,-2,3130,5.95,NA,NA,39391,0.47,1200,6.44
"1064","058650","세아홀딩스",109000,-1400,-1.27,12479,8.73,NA,NA,498163,0.22,2750,2.52
"1065","013000","세우글로벌",1552,-43,-2.7,73,21.26,NA,NA,1569,0.99,0,0
"1066","100700","세운메디칼",2955,0,0,284,10.4,NA,NA,2636,1.12,50,1.69
"1067","024830","세원물산",7740,-100,-1.28,3231,2.4,NA,NA,27983,0.28,25,0.32
"1068","091090","세원이앤씨",372,-3,-0.8,NA,NA,NA,NA,1166,0.32,0,0
"1069","021820","세원정공",7150,10,0.14,NA,NA,NA,NA,45187,0.16,25,0.35
"1070","067830","세이브존I&C",2925,-5,-0.17,197,14.85,NA,NA,12126,0.24,30,1.03
"1071","033530","세종공업",6540,0,0,NA,NA,NA,NA,14814,0.44,100,1.53
"1072","258830","세종메디칼",3170,270,9.31,NA,NA,NA,NA,1402,2.26,0,0
"1073","036630","세종텔레콤",690,-14,-1.99,107,6.45,NA,NA,1274,0.54,0,0
"1074","039310","세중",2885,-90,-3.03,248,11.63,NA,NA,4822,0.6,0,0
"1075","075580","세진중공업",5630,-340,-5.7,297,18.96,429,13.13,2983,1.89,150,2.66
"1076","067770","세진티에스",3405,-15,-0.44,346,9.84,NA,NA,5464,0.62,0,0
"1077","053450","세코닉스",6300,-180,-2.78,289,21.8,913,6.9,6764,0.93,0,0
"1078","222810","세토피아",1832,2,0.11,NA,NA,NA,NA,237,7.73,0,0
"1079","027970","세하",1254,-9,-0.71,178,7.04,NA,NA,1702,0.74,0,0
"1080","252500","세화피앤씨",1235,-41,-3.21,119,10.38,NA,NA,873,1.41,15,1.21
"1081","347000","센코",12850,-340,-2.58,327,39.3,NA,NA,4684,2.74,0,0
"1082","308170","센트랄모텍",16350,-170,-1.03,166,98.49,NA,NA,11373,1.44,0,0
"1083","012600","센트럴인사이트",2490,0,0,NA,NA,NA,NA,1462,1.7,0,0
"1084","331920","셀레믹스",6410,-60,-0.93,NA,NA,NA,NA,2864,2.24,0,0
"1085","049180","셀루메드",5190,0,0,210,24.71,NA,NA,1212,4.28,0,0
"1086","299660","셀리드",11290,-140,-1.22,NA,NA,NA,NA,3983,2.83,0,0
"1087","268600","셀리버리",11970,-300,-2.44,NA,NA,NA,NA,2078,5.76,0,0
"1088","108860","셀바스AI",28600,-550,-1.89,172,166.28,NA,NA,1872,15.28,0,0
"1089","208370","셀바스헬스케어",8150,-700,-7.91,114,71.49,NA,NA,1296,6.29,0,0
"1090","068270","셀트리온",154300,-1100,-0.71,3982,38.75,4487,34.39,27267,5.66,750,0.49
"1091","068760","셀트리온제약",80000,6100,8.25,878,91.12,NA,NA,8427,9.49,0,0
"1092","091990","셀트리온헬스케어",63900,1100,1.75,940,67.98,1444,44.25,12969,4.93,260,0.41
"1093","068940","셀피글로벌",916,-60,-6.15,NA,NA,NA,NA,235,3.9,0,0
"1094","060230","소니드",5850,1085,22.77,NA,NA,NA,NA,4074,1.44,0,0
"1095","290690","소룩스",7400,-50,-0.67,505,14.65,NA,NA,5806,1.27,50,0.68
"1096","032680","소프트센",2040,-60,-2.86,419,4.87,NA,NA,1522,1.34,0,0
"1097","032685","소프트센우",28950,-650,-2.2,NA,NA,NA,NA,NA,NA,0,0
"1098","258790","소프트캠프",2175,-95,-4.19,NA,NA,NA,NA,671,3.24,0,0
"1099","066910","손오공",2265,10,0.44,126,17.98,NA,NA,965,2.35,0,0
"1100","043100","솔고바이오",478,-14,-2.85,NA,NA,NA,NA,531,0.9,0,0
"1101","336370","솔루스첨단소재",43450,-900,-2.03,289,150.35,353,122.93,7359,5.9,100,0.23
"1102","33637K","솔루스첨단소재1우",9760,-220,-2.2,NA,NA,NA,NA,NA,NA,101,1.03
"1103","33637L","솔루스첨단소재2우B",11840,20,0.17,NA,NA,NA,NA,NA,NA,100,0.84
"1104","154040","솔루에타",2750,-45,-1.61,433,6.35,NA,NA,3180,0.86,0,0
"1105","248070","솔루엠",22250,0,0,274,81.2,1827,12.18,5368,4.14,0,0
"1106","035610","솔본",4940,-55,-1.1,792,6.24,NA,NA,6296,0.78,0,0
"1107","357780","솔브레인",224500,-7000,-3.02,19124,11.74,22315,10.06,81797,2.74,1950,0.87
"1108","036830","솔브레인홀딩스",28600,-800,-2.72,1523,18.78,NA,NA,52436,0.55,150,0.52
"1109","304100","솔트룩스",37250,-800,-2.1,NA,NA,NA,NA,5202,7.16,0,0
"1110","328380","솔트웨어",1310,-23,-1.73,NA,NA,NA,NA,NA,NA,0,0
"1111","004430","송원산업",19990,-260,-1.28,3011,6.64,NA,NA,22636,0.88,200,1
"1112","086980","쇼박스",3620,-60,-1.63,36,100.56,NA,NA,2198,1.65,0,0
"1113","050960","수산아이앤티",13090,50,0.38,263,49.77,NA,NA,11803,1.11,125,0.95
"1114","126720","수산인더스트리",23500,250,1.08,2114,11.12,NA,NA,27086,0.87,400,1.7
"1115","017550","수산중공업",2740,-40,-1.44,211,12.99,NA,NA,2261,1.21,10,0.36
"1116","084180","수성샐바시온",863,28,3.35,NA,NA,NA,NA,579,1.49,0,0
"1117","253840","수젠텍",9230,800,9.49,2352,3.92,NA,NA,6217,1.48,0,0
"1118","236200","슈프리마",24000,-450,-1.84,3172,7.57,NA,NA,23578,1.02,0,0
"1119","317770","슈프리마아이디",15880,-170,-1.06,1058,15.01,NA,NA,14255,1.11,0,0
"1120","094840","슈프리마에이치큐",5810,-40,-0.68,1130,5.14,NA,NA,17280,0.34,0,0
"1121","192440","슈피겐코리아",33900,-100,-0.29,7493,4.52,NA,NA,63123,0.54,840,2.48
"1122","136510","스마트솔루션즈",11600,0,0,NA,NA,NA,NA,1518,7.64,0,0
"1123","099440","스맥",2230,0,0,NA,NA,NA,NA,2048,1.09,0,0
"1124","053210","스카이라이프",8160,50,0.62,1266,6.45,1262,6.47,16643,0.49,350,4.29
"1125","033790","스카이문스테크놀로지",829,0,0,133,6.23,NA,NA,1288,0.64,0,0
"1126","276040","스코넥",15600,-720,-4.41,NA,NA,NA,NA,NA,NA,0,0
"1127","159910","스킨앤스킨",190,-2,-1.04,5,38,NA,NA,107,1.78,0,0
"1128","115570","스타플렉스",5680,0,0,677,8.39,NA,NA,9025,0.63,0,0
"1129","330730","스톤브릿지벤처스",4920,-130,-2.57,1511,3.26,NA,NA,4245,1.16,0,0
"1130","253450","스튜디오드래곤",78400,-200,-0.25,1301,60.26,2570,30.51,22785,3.44,0,0
"1131","408900","스튜디오미르",42900,1600,3.87,528,81.25,NA,NA,2433,17.63,0,0
"1132","204630","스튜디오산타클로스",746,-18,-2.36,206,3.62,NA,NA,1307,0.57,0,0
"1133","026890","스틱인베스트먼트",6030,-110,-1.79,1537,3.92,NA,NA,6111,0.99,150,2.49
"1134","013810","스페코",4615,-65,-1.39,118,39.11,NA,NA,3357,1.37,50,1.08
"1135","049830","승일",11350,-50,-0.44,657,17.28,NA,NA,24542,0.46,170,1.5
"1136","020710","시공테크",4675,-50,-1.06,146,32.02,NA,NA,5886,0.79,50,1.07
"1137","033170","시그네틱스",1274,-15,-1.16,198,6.43,NA,NA,1441,0.88,0,0
"1138","048870","시너지이노베이션",3325,-45,-1.34,75,44.33,NA,NA,1433,2.32,0,0
"1139","025320","시노펙스",2910,-35,-1.19,135,21.56,NA,NA,1195,2.44,0,0
"1140","134790","시디즈",42100,-650,-1.52,7704,5.46,NA,NA,36600,1.15,400,0.95
"1141","269620","시스웍",889,0,0,NA,NA,NA,NA,454,1.96,0,0
"1142","131090","시큐브",1152,-13,-1.12,119,9.68,NA,NA,927,1.24,25,2.17
"1143","139050","시티랩스",480,-16,-3.23,13,36.92,NA,NA,517,0.93,0,0
"1144","016590","신대양제지",84600,0,0,14644,5.78,NA,NA,139181,0.61,1250,1.48
"1145","290520","신도기연",6310,-790,-11.13,103,61.26,NA,NA,4001,1.58,0,0
"1146","029530","신도리코",33050,0,0,9845,3.36,NA,NA,99889,0.33,1500,4.54
"1147","004970","신라교역",10950,-50,-0.45,2804,3.91,NA,NA,35004,0.31,500,4.57
"1148","001000","신라섬유",1897,-30,-1.56,28,67.75,NA,NA,634,2.99,0,0
"1149","025870","신라에스지",9800,-50,-0.51,357,27.45,NA,NA,3978,2.46,0,0
"1150","215600","신라젠",5580,-220,-3.79,NA,NA,NA,NA,1051,5.31,0,0
"1151","065350","신성델타테크",11030,880,8.67,908,12.15,NA,NA,5594,1.97,120,1.09
"1152","011930","신성이엔지",1745,-29,-1.63,NA,NA,NA,NA,1029,1.7,0,0
"1153","005390","신성통상",2270,-70,-2.99,533,4.26,NA,NA,2389,0.95,0,0
"1154","004170","신세계",209500,-3500,-1.64,31193,6.72,37580,5.57,380637,0.55,3000,1.43
"1155","035510","신세계 I&C",16960,-430,-2.47,3144,5.39,2430,6.98,21018,0.81,250,1.47
"1156","034300","신세계건설",21250,50,0.24,6539,3.25,NA,NA,56534,0.38,850,4
"1157","031430","신세계인터내셔날",22250,-200,-0.89,2300,9.67,2878,7.73,20084,1.11,300,1.35
"1158","031440","신세계푸드",49400,-600,-1.2,624,79.17,4334,11.4,73553,0.67,750,1.52
"1159","006880","신송홀딩스",7240,-10,-0.14,668,10.84,NA,NA,8722,0.83,120,1.66
"1160","162300","신스틸",5630,-30,-0.53,NA,NA,NA,NA,NA,NA,0,0
"1161","002800","신신제약",5300,-10,-0.19,NA,NA,NA,NA,3621,1.46,0,0
"1162","419270","신영스팩7호",2170,0,0,NA,NA,NA,NA,NA,NA,0,0
"1163","430220","신영스팩8호",2080,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"1164","445970","신영스팩9호",2075,10,0.48,NA,NA,NA,NA,NA,NA,0,0
"1165","005800","신영와코루",11180,-90,-0.8,721,15.51,NA,NA,35880,0.31,150,1.34
"1166","001720","신영증권",60100,100,0.17,10783,5.57,NA,NA,177863,0.34,4000,6.66
"1167","001725","신영증권우",59600,-100,-0.17,NA,NA,NA,NA,NA,NA,4050,6.8
"1168","009270","신원",1507,-5,-0.33,165,9.13,NA,NA,2665,0.57,50,3.32
"1169","017000","신원종합개발",5030,-140,-2.71,348,14.45,NA,NA,7949,0.63,0,0
"1170","002700","신일전자",2175,-25,-1.14,114,19.08,NA,NA,1175,1.85,25,1.15
"1171","012790","신일제약",8420,-40,-0.47,581,14.49,NA,NA,9839,0.86,100,1.19
"1172","138070","신진에스엠",2875,0,0,278,10.34,NA,NA,4360,0.66,120,4.17
"1173","226330","신테카바이오",9790,-210,-2.1,NA,NA,NA,NA,2046,4.78,0,0
"1174","002870","신풍",1125,-16,-1.4,NA,NA,NA,NA,3226,0.35,60,5.33
"1175","019170","신풍제약",19430,-450,-2.26,NA,NA,NA,NA,6896,2.82,0,0
"1176","019175","신풍제약우",34500,-1050,-2.95,NA,NA,NA,NA,NA,NA,0,0
"1177","418210","신한제10호스팩",2060,-10,-0.48,NA,NA,NA,NA,NA,NA,0,0
"1178","366330","신한제7호스팩",2180,-5,-0.23,NA,NA,NA,NA,NA,NA,0,0
"1179","393360","신한제8호스팩",2085,-20,-0.95,NA,NA,NA,NA,NA,NA,0,0
"1180","405640","신한제9호스팩",2070,0,0,NA,NA,NA,NA,NA,NA,0,0
"1181","055550","신한지주",36600,-200,-0.54,7308,5.01,9342,3.92,88548,0.41,1960,5.36
"1182","056700","신화인터텍",3005,-5,-0.17,39,77.05,NA,NA,3461,0.87,0,0
"1183","187270","신화콘텍",5200,-170,-3.17,387,13.44,NA,NA,5553,0.94,0,0
"1184","004080","신흥",14650,-80,-0.54,1418,10.33,NA,NA,10783,1.36,220,1.5
"1185","243840","신흥에스이씨",54100,-800,-1.46,3546,15.26,5164,10.48,31893,1.7,330,0.61
"1186","257720","실리콘투",3645,210,6.11,103,35.39,NA,NA,1443,2.53,0,0
"1187","222800","심텍",27850,-1250,-4.3,3680,7.57,6006,4.64,11910,2.34,500,1.8
"1188","036710","심텍홀딩스",3410,-110,-3.13,695,4.91,NA,NA,4051,0.84,50,1.47
"1189","160980","싸이맥스",14880,-130,-0.87,2347,6.34,NA,NA,14358,1.04,400,2.69
"1190","356890","싸이버원",11950,10,0.08,448,26.67,NA,NA,5683,2.1,80,0.67
"1191","217330","싸이토젠",15900,-30,-0.19,NA,NA,NA,NA,1324,12.01,0,0
"1192","102280","쌍방울",325,-4,-1.22,NA,NA,NA,NA,869,0.37,0,0
"1193","003410","쌍용C&E",5560,-70,-1.24,370,15.03,292,19.04,3296,1.69,440,7.91
"1194","010280","쌍용정보통신",969,0,0,NA,NA,NA,NA,699,1.39,0,0
"1195","003620","쌍용차",8760,0,0,NA,NA,NA,NA,NA,NA,0,0
"1196","004770","써니전자",2735,-35,-1.26,129,21.2,NA,NA,1956,1.4,0,0
"1197","208640","썸에이지",603,-11,-1.79,110,5.48,NA,NA,350,1.72,0,0
